,File Name,Plant,Site,Controller,Controller Count,Date,Day,Month,Year,Back Up Saved,Network/Communication Device,ODA Frost,Immersion Frost,Room Frost/3rd Stage Frost,BST/GMT Start +1HR,Heat Disapation,Panel Lights,Panel Condition,Boiler Lead/Lag,Input Analogue,Input Digital,Output Analogue,Output Digital,Maintenance Analogue,Maintenance Digital,Scheduling,Scheduling Count,Fault Count,Falut,Comments,Recommendation
256,Sperrinview Special School - Fail\Sperrinview Special School - Fail-1-15.pdf,Boilerhouse,50-3004A Sperrinview SS Dungannon  ,"Trend 151+, NDP, CNC,Trend Modem",4,19-11-2019,19,11,2019,N/A,Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,N/A,18,1,0,27,0,0,"Ceiling Heating Pumpset,Underfloor Heating Pumpset,Office Heating Pumpset,DHW Heating,Assembly Hall Fans",5,11,"lamps,Extension pump no.2,Disconnected due to both boilers being continually,BEV's,U/F Valve,DHW Prim Pump,Office Pump,U/F Pumps,pressure unit overcharging system, 2.7bar, hi-limit disconnected,Man 6,frost protection further investigation of software for correct operation","poor condition,Faulty,demanded,Leaking no.2,Leaking no.2","replace,investigate- By Others,boiler upgrade- By Others,replace valve,repair- BY Others,Repair- By Others,repair/investigate- By Others,repair- By Others,replace,investigate"
257,Sperrinview Special School - Fail\Sperrinview Special School - Fail-100-106.pdf,Unkown,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,0,0,0,0,0,0,,,1,CONTROLLER:,Failed,replace
258,Sperrinview Special School - Fail\Sperrinview Special School - Fail-16-22.pdf,CDT & Sensory Area,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,0,1,5,0,0,,,1,sensory room sensor,missing,new cable to be installed and sensor
259,Sperrinview Special School - Fail\Sperrinview Special School - Fail-23-29.pdf,Infant Room,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,0,1,3,0,0,,,0,,,
260,Sperrinview Special School - Fail\Sperrinview Special School - Fail-30-36.pdf,Junior Area,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,0,1,5,0,0,,,0,,,
261,Sperrinview Special School - Fail\Sperrinview Special School - Fail-37-43.pdf,Kitchen,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e + FPK,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,0,3,0,3,0,0,,,0,,,
262,Sperrinview Special School - Fail\Sperrinview Special School - Fail-44-50.pdf,Lighting,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,N/A,N/A,0,0,0,0,0,0,,,0,,,
263,Sperrinview Special School - Fail\Sperrinview Special School - Fail-51-57.pdf,MF 1,50-3004A Sperrinview SS Dungannon ,Trend 221,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,1,1,5,0,0,,,0,,,
264,Sperrinview Special School - Fail\Sperrinview Special School - Fail-58-64.pdf,MF 2,50-3004A Sperrinview SS Dungannon ,Trend 223,1,,,,,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,7,0,1,6,0,0,,,1,Mna 2 Valve,Faulty,Replace
265,Sperrinview Special School - Fail\Sperrinview Special School - Fail-65-71.pdf,MF 3,50-3004A Sperrinview SS Dungannon ,Trend 221,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,0,1,3,0,0,,,1,Man 3 Valve,Faulty,Replace
266,Sperrinview Special School - Fail\Sperrinview Special School - Fail-72-78.pdf,MF 4,50-3004A Sperrinview SS Dungannon ,Trend 222,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,5,0,1,2,0,0,,,1,Snr Class M4,Drafts in room making room feel cool controls operational,others to investigate
267,Sperrinview Special School - Fail\Sperrinview Special School - Fail-79-85.pdf,Nursery Area,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,6,0,1,6,0,0,,,0,,,
268,Sperrinview Special School - Fail\Sperrinview Special School - Fail-86-92.pdf,Senior 2,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,,,,,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,3,0,1,2,0,0,,,1,Senior r52,valve and actuator faulty,replace
269,Sperrinview Special School - Fail\Sperrinview Special School - Fail-93-99.pdf,Softplay,50-3004A Sperrinview SS Dungannon ,Trend IQ 91e,1,19-11-2019,19,11,2019,N/A,Satisfactory,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,0,1,5,0,0,,,1,flow,very poor flows and some returns on manifold,mech investigate needed
270,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-1-7.pdf,CDT Block,50-2046A St Ciarans HS Ballygawley  ,Trend IQ 100+,1,,,,,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,N/A,0,3,0,6,0,0,,,2,"1,2","Trend outstation faulty,Heating actuator faulty","replace,replace"
271,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-23-29.pdf,Meals Kitchen DHW Plant,50-2064A St Ciarans HS Ballygawley ,Trend IQ92e,1,,,,,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,2,0,3,0,0,SMK DHW Schedule,1,0,,,
272,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-30-36.pdf,SMK Vent Plant,50-2064A St Ciarans HS Ballygawley ,"Trend IQ223,Touchscreen",2,1-11-2019,1,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,1,0,5,0,0,SMK Vent,1,0,,,
273,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-37-45.pdf,Soc.Study/Youth Plantroom,50-2064A St Ciarans HS Ballygawley ,"Trend IQ100,IQ92e",2,1-11-2019,1,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,5,0,8,0,0,"Soc/Study,Youth Area,Soc/Youth DHW",3,0,,,
274,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-46-53.pdf,Sports Hall AHU,50-2064A St Ciarans HS Ballygawley ,Trend IQ100,1,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,0,0,6,0,0,"AHU,Changing Rooms",2,0,,,
275,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-54-61.pdf,Sports Pavillion,50-2046A St Ciarans HS Ballygawley ,"Cylon UC32, UCKRA420",2,,,,,N/A,Satisfactory,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,0,0,3,0,0,"Heating Schedule,DHW Schedule",2,1,3rd Stage Frost,No 3rd stage frost installed,Install
276,St Ciarans HS Ballygawley - Fail\St Ciarans HS Ballygawley - Fail-8-22.pdf,Main Boilerhouse,50-2046A St Ciarans HS Ballygawley  ,Trend IQ151 Trend NDP,1,30-10-2019,30,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,14,11,0,30,0,0,"Music BLK Heating,School Heating,Assembly Hall Heating,DHW Heating",4,4,"1,2,3,4","School  VT actuator faulty,DHW cylinder 1 actuator faulty,BMS holding plant on due to faulty outstation in CDT,Large amount of panel lamps faulty","Replace,Replace,Replace CDT outstation,Re-Lamp panel"
277,St.Josephs PS\St Josephs PS Madden - Pass-1-18.pdf,Boilerhouse,St Josephs PS Madden 50-0316A ,"Trend IQ3 xcite,xcite Ao,xcite 8DO,xcite4Ui/4Ao,xcite8Ui,IQ TMN,Touchscreen",7,22-10-2019,22,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,17,13,2,17,0,0,"U/F Heating Times,DHW,Water Heater,SMK DHW,Tea Boiler,SMK AHU",6,0,,,
278,St.Josephs PS\St Josephs PS Madden - Pass-19-25.pdf,Store,St Josephs PS Madden 50-0316A ,Trend IQ3 xcite x2,1,23-10-2019,23,10,2019,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,11,0,0,11,0,0,,,0,,,
279,Woods Ps - Fail\Woods PS - Fail-1-18.pdf,Boilerhouse,50-0172A Woods Ps ,"Trend 241, 220, 210 + NDP",3,22-1-2020,22,1,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,N/A,18,9,0,18,0,0,"Radiator Heating,Hall Heating,DHW Heating,Toilet Fans,SMK Extract Fans,SMK Heat,SMK DHW",7,2,"lamps,DHW","poor condition/faulty,Immersion sensor","replace,replace"
280,Woods Ps - Fail\Woods PS - Fail-19-25.pdf,Store Room Extension,50-0172A Woods PS ,"Trend IQ220,Trend SDU",2,22-1-2020,22,1,2020,Un-Satisfactory,Un-Satisfactory,N/A,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,N/A,3,0,0,4,0,0,,,1,coms,not linked to main trend,network
281,\Kilkeel HS\Kilkeel HS.pdf,Boilerhouse,50-2018A Killkeel HS,"Delta DAC-633, 5x DAC 322 eBCON, 3 x Modules, 2x Fg32+
Easy IO, HMI touchscreen",5,12-02-2020,12,2,2020,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,37,0,45,0,0,0,"High School HTG,High School DHW,Pri School HTG,Pri School DHW,SMK HTG,SMK DHW,",7,3,"H/S Room Sensors,DHW Pri Flow,Technlogy Z/vavle","Multiple Room Sensors reading higher than SP,Air in pipework,Linkage kit unattached","Investigate and replace,Plumber to further,needs reattached."
282,\Markethill HS\50-2024a chc Markethill HS Markethill SportsHall.pdf,Sports Hall BoilerHouse,MarketHill High School,"DSC1212E, DAC633E",2,17-10-2019,17,10,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,8,3,12,2,0,0,"DHW Schedule,Heating Schedule",2,3,"sports hall ahu CV,Radient Panel Valve,S/Hall Annex VT Vlv","not driving stuck,Actuator Faulty Vavle Siezed,Act Faulty & Vavle Is Siezed","recommend replace valve & act,Replace and commision Valve & Act,Replace & Commision Both Valve & Act"
283,\Markethill HS\50-2024a chc Markethill HS Markethill.pdf,Main BoilerHouse,MarketHill HighSchool,"DSC1616E, DFM1616,DFM400P",3,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,24,14,19,5,0,0,"Kitchen Schedule,CDT Block Schedule,School Heating Schedule,School DHW Schedule",4,1,Kitchen VT Pump,faulty,Others to further
284,\St Bronaghs PS\50-0374A St Bronaghs PS.pdf,Boilerhouse,50-0374A St Bronaghs PS,"Priva Touchscreen x 1, SC44 x 1, SN2 x 1, S10 x 1, UI16 x
2, DI16 x 1, AO2 x 1, DI8 x 1, DOR8 x 3, ST x 1",10,04-03-2020,4,3,2020,Un-Satisfactory,SatisfactoryN/A,N/A,N/A,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,20,0,20,0,0,0,"GP Hall,Kitchen DHW,Kitchen AHU,Lower gnd,School DHW,Upper Ground",6,1,System Settings locked down unable to test/ see points,,
285,aall\Moneymore PS - Fail.pdf,Boiler House,50-0130A Moneymore PS,"Priva Vlue ID C4, touch screen x2 ",2,21-02-2020,21,2,2020,Un-Satisfactory,Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,3,1,6,0,0,"Ext Heating,Hall Heating,RRI Heating,Sch Heating,DHW",5,3,"back up,frost,poor installation","none available,no access to frost settings,priva install poor",new priva job by acs aprox 18 months 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
